YEAR_MONTH,COMMISSIONER_CODE,COMMISSIONER_NAME,CONTRACT_NUMBER,PROVIDER_NAME,LATEST_PPC_ADDRESS_POSTCODE,LSOA11_CODE,UDA_PERF_TARGET,UDA_FIN_VAL,UDA_DELIVERED,LATE_SUBMITTED_FP17,UDA_DELIVERED_FD,BAND_1_DELIVERED,"BAND_2A_DELIVERED ",BAND_2B_DELIVERED,BAND_2C_DELIVERED,BAND_3_DELIVERED,BAND_URGENT_DELIVERED,BAND_OTHER_DELIVERED,CHILD_12M_COUNT,ADULT_24M_COUNT,GENERAL_DENTAL_FIN_VALUE
202401,QJK,Devon ICB,1033260000,"Mr E Harunani, Mr N Harunani, Mr M Kanani",EX1 2FW,E01019995,13317,423914.3,1067.2,0,0,335,92,23,4,18,81,0,459,1408,423914.3
202401,QHG,"Bedfordshire, Luton and Milton Keynes ICB",1033330000,Apps Smiles Limited,MK10 9BQ,E01033512,18750,561192.27,2987.8,0,0,914,263,142,12,26,149,0,2672,2973,561192.27
202401,QOQ,Humber and North Yorkshire ICB,1033360000,MR N TIBREWAL,HG4 1QW,E01027707,11250,359544.6,315.6,0,0,152,30,9,1,0,18,0,60,201,359544.6
202401,QWO,West Yorkshire ICB,1033390000,Genix Healthcare East Park Ltd,LS9 9JD,E01011625,2,82404,56.8,0,0,1,1,0,0,0,44,0,26,147,82404
202401,QF7,South Yorkshire ICB,1033400000,Wilthorpe Park Dental Surgery,S75 1AA,E01032551,2,122952,176.4,0,0,0,0,0,0,0,147,0,23,228,122952
202401,QWO,West Yorkshire ICB,1033410000,Jem Dental Care Practice Partnership,LS8 5DH,E01011432,2,201432,307.2,0,0,0,2,0,0,0,251,0,68,552,201432
202401,QNX,Sussex ICB,1033450000,SK Brothers Ltd,TN5 6DF,E01021231,6829,196695.24,769,0,0,209,40,46,0,16,15,0,666,1148,196695.24
202401,QWU,Coventry and Warwickshire ICB,1033460000,Studley Dental & Implant Clinic,B80 7HR,E01031240,3000,98969.38,258.8,0,0,99,24,7,0,4,4,0,538,123,98969.38
202401,QJM,Lincolnshire ICB,1033490000,Ms P Kaur,LN10 6SQ,E01026120,0,1,,,,,,,,,,,,,1
202401,QOQ,Humber and North Yorkshire ICB,1033590000,Denbond Ltd,YO24 1AQ,E01013416,1,119028,119,0,0,6,8,2,1,1,50,0,30,183,119028
202401,QWO,West Yorkshire ICB,1033630000,House of 32 Partnership,LS10 3NB,E01011490,11190,357627.03,2328.8,0,0,349,187,233,1,19,14,2,708,1913,357627.03
202401,QWO,West Yorkshire ICB,1033640000,MISS NK KHROUD,BD13 2BD,E01010759,3397,123157.49,530,2,0,229,32,8,1,11,25,0,404,789,123157.49
202401,QHL,Birmingham and Solihull ICB,1033660000,Ward End Dental Practice Partnership,B8 2HF,E01009478,0,1,,,,,,,,,,,,5,1
202401,QHL,Birmingham and Solihull ICB,1033690000,Newtown Dental Practice,B19 2ER,E01008909,0,13921,53.8,0,0,1,0,0,0,0,44,0,23,117,1
202401,QHL,Birmingham and Solihull ICB,1033700000,MR A KHALIL,B11 1UH,E01009371,0,11041,43.8,0,0,0,1,0,0,0,34,0,11,148,1
202401,QUA,Black Country ICB,1033710000,High Street Dental Practice,WS8 6HG,E01010308,0,1,,,,,,,,,,,,,1
202401,QUA,Black Country ICB,1033720000,Walsall Dental Practice,WS1 3RF,E01010371,0,1,,,,,,,,,,,,,1
202401,QKS,Kent And Medway ICB,1033740000,Northern Lights Partnership Ltd,ME13 8PG,E01024553,4749,159962.12,809.6,0,0,328,71,20,3,10,23,0,638,1228,159962.12
202401,QWU,Coventry and Warwickshire ICB,1033770000,MR SP HUNDAL,CV6 5AU,E01009567,0,3001,20.4,0,0,0,0,0,0,0,17,0,3,46,1
202401,QGH,Herefordshire and Worcestershire ICB,1033780000,Javaid and Jain,DY13 9AE,E01032460,0,5581,20,0,0,2,0,0,0,0,15,0,9,68,1
202401,QWU,Coventry and Warwickshire ICB,1033790000,Water Orton Dental Centre,B46 1SR,E01031041,0,4141,10.8,0,0,0,0,0,0,0,9,0,6,51,1
202401,QWU,Coventry and Warwickshire ICB,1033800000,Prestige Dental Care,CV12 8NA,E01031064,0,1,,,,,,,,,,,,,1
202401,QRV,North West London ICB,1033910000,Dentistry for You,UB9 6BU,E01002439,15200,484241.4,1652.8,0,0,193,133,46,4,56,109,0,605,1199,484241.4
202401,QNQ,Frimley ICB,1033920000,Abbey D. Surgery Ltd,SL1 3EG,E01016487,0,0.61,,,,,,,,,,,,,0.61
202401,QE1,Lancashire and South Cumbria ICB,1033960000,Barrow Smile Clinic Ltd,LA14 5SL,E01019157,17242,535263.75,1745.8,0,0,343,144,100,4,26,109,0,929,1582,532663.75
202401,QNQ,Frimley ICB,1033970000,Westwood Smile Care Ltd,SL3 7RP,E01016504,0,8738.24,26.6,0,0,2,3,0,0,0,13,0,30,18,0.58
202401,QE1,Lancashire and South Cumbria ICB,1033990000,Colne Dental Care Limited,BB8 0BP,E01025226,1075,30039.97,152.4,0,0,86,12,2,0,1,7,0,259,21,30039.97
202401,QUA,Black Country ICB,1034000000,Walsall Dental Practice,WS1 3RF,E01010371,0,1,,,,,,,,,,,,,1
202401,QNC,Staffordshire and Stoke-on-Trent ICB,1034010000,Prestige Dental Care Group,B79 7JS,E01029835,0,1,,,,,,,,,,,,,1
202401,QWU,Coventry and Warwickshire ICB,1034020000,Prestige Dental Care,CV12 8NA,E01031064,0,1,,,,,,,,,,,,,1
202401,QWU,Coventry and Warwickshire ICB,1034030000,Gentle Dental Centre,CV6 7HB,E01009608,0,1,,,,,,,,,,,,,1
202401,QWU,Coventry and Warwickshire ICB,1034040000,MR PA MOYO,CV11 4FJ,E01031053,0,20700,9,0,0,6,1,0,0,0,0,0,41,,20700
202401,QWU,Coventry and Warwickshire ICB,1034050000,Water Orton Dental Centre,B46 1SR,E01031041,0,20700,7,0,0,7,0,0,0,0,0,0,48,,20700
202401,QUA,Black Country ICB,1034060000,Short Heath Dental Practice,WV12 5NU,E01010379,0,1,,,,,,,,,,,,,1
202401,QRL,Hampshire and Isle Of Wight ICB,1034070000,Hilsea Dental Care Ltd,PO2 9HE,E01017087,0,0.59,,,,,,,,,,,,,0.59
202401,QGH,Herefordshire and Worcestershire ICB,1034090000,MS S MESTRY,B98 9AA,E01032244,0,41400,5.2,0,0,4,0,0,0,0,1,0,50,,41400
202401,QGH,Herefordshire and Worcestershire ICB,1034120000,MR T MIRZA,WR14 1AJ,E01032196,0,41400,6,0,0,0,2,0,0,0,0,0,4,,41400
202401,QNC,Staffordshire and Stoke-on-Trent ICB,1034130000,Mr R Koner,ST16 3AA,E01029701,0,20700,1,0,0,1,0,0,0,0,0,0,15,,20700
202401,QKS,Kent And Medway ICB,1034150000,Northern Lights Partnership Ltd,CT6 6PD,E01024096,1906,61220.86,211.6,0,0,43,18,5,1,6,8,1,100,445,61220.86
202401,QKS,Kent And Medway ICB,1034160000,Station Road Dental Partnership,CT7 9RE,E01024639,0,21000.56,89,0,0,15,17,1,0,0,15,0,27,125,0.56
202401,QNX,Sussex ICB,1034180000,Scaptrani Dental Limited,BN25 1NT,E01021071,4610,148213.13,989.8,0,0,354,79,32,0,18,19,0,658,754,148213.13
202401,QOQ,Humber and North Yorkshire ICB,1034200000,Alpha Dental Studio,DL9 4DH,E01027750,2,128184,118,1,0,3,7,9,1,0,36,0,9,95,128184
202401,QOQ,Humber and North Yorkshire ICB,1034210000,The Dental Hub,YO31 9HU,E01013404,1,82404,82.8,0,0,0,16,0,0,0,29,0,4,109,82404
202401,QKS,Kent And Medway ICB,1034220000,Dental Beauty Partnership,BR8 8AE,E01024475,0,2642.5,6.6,0,0,0,1,0,0,0,3,0,2,13,0.5
202401,QKS,Kent And Medway ICB,1034250000,Patiali Limited,DA9 9NX,E01024143,0,1286.23,19.6,0,0,3,2,0,1,0,3,0,2,14,0.49
202401,QUA,Black Country ICB,1034290000,P & A Bhandal,WV14 6AA,E01010422,2000,60723.09,251.2,0,0,126,38,2,0,0,1,0,193,284,60723.09
202401,QUA,Black Country ICB,1034300000,Princes End Dental Practice,DY4 0UB,E01010033,1800,54650.78,185.2,0,0,10,12,12,0,6,6,0,10,84,54650.78
202401,QUA,Black Country ICB,1034310000,Short Heath Dental Practice,WV12 5NU,E01010379,4000,121446.18,798.4,0,0,294,76,25,1,8,37,4,332,419,121446.18
202401,QUA,Black Country ICB,1034320000,MR G MOORE,WS10 7HB,E01010090,2556,77604.11,736.4,0,0,227,54,13,2,20,22,2,209,489,77604.11
202401,QUA,Black Country ICB,1034330000,Scott Arms Dental Practice,B42 1TG,E01010011,0,5400.51,40.8,0,0,0,0,0,0,0,34,0,9,76,0.51
202401,QUA,Black Country ICB,1034340000,Dudley Road Dental Practice,WV2 3DN,E01010428,0,3600.51,68.4,0,0,0,2,0,0,0,52,0,4,104,0.51
202401,QWO,West Yorkshire ICB,1034410000,68 Dental Limited,LS15 8DZ,E01011409,10745,381854.2,2041.6,0,0,614,265,55,3,22,58,3,339,1201,381854.2
202401,QE1,Lancashire and South Cumbria ICB,1034420000,MISS JS PRASAD,BB2 6BJ,E01012656,0,16900.52,10.6,0,0,2,0,1,0,0,3,0,,7,0.52
202401,QWO,West Yorkshire ICB,1034430000,Whitehill House Dental Practice,HX2 9HD,E01010916,1,17004,8,0,0,0,1,1,0,0,0,0,,9,17004
202401,QOQ,Humber and North Yorkshire ICB,1034440000,Osborne Street Surgery Limited,DN31 1EY,E01013221,1,17004,20,0,0,0,1,1,0,1,0,0,1,9,17004
202401,QF7,South Yorkshire ICB,1034450000,Abbeydale Road Family Dental Centre,S7 1FD,E01008112,1,17004,,,,,,,,,,,,4,17004
202401,QOQ,Humber and North Yorkshire ICB,1034470000,Freetown Way Surgery Limited,HU2 8JQ,E01012851,1,17004,12.4,0,0,0,0,2,0,0,2,0,,19,17004
202401,QWO,West Yorkshire ICB,1034490000,Ravat & Ray Dental Care Bradford,BD8 7DH,E01033693,1,17004,4,0,0,1,1,0,0,0,0,0,,3,17004
202401,QWO,West Yorkshire ICB,1034500000,Walrus Dental Care Limited,HX2 0LY,E01010930,1,17004,,,,,,,,,,,,,17004
202401,QWO,West Yorkshire ICB,1034510000,Dental Practice Hunslet,LS10 2AR,E01011467,21354,704310.16,,,,,,,,,,,,,704310.16
202401,QOC,"Shropshire, Telford and Wrekin ICB",1034540000,Kalisetty Dental Limited,SY11 1AF,E01028906,0,13110,66,0,0,32,8,2,0,0,0,0,87,1,13110
202401,QWO,West Yorkshire ICB,1034620001,Xen Smiles Ltd,LS13 4AJ,E01032606,11000,303771.42,1269.6,0,0,296,153,56,0,17,23,3,860,1840,303771.42
202401,QKS,Kent And Medway ICB,1034630000,Maeve Logue,DA1 1YD,E01024136,0,9000.49,41.8,0,0,0,4,5,0,0,4,0,5,16,0.49
202401,QF7,South Yorkshire ICB,1034680000,Taptonville House Limited,DN1 3AP,E01007532,1,13734,1,0,0,1,0,0,0,0,0,0,,,13734
202401,QE1,Lancashire and South Cumbria ICB,1034690000,Synergy Dental Clinic Leyland Ltd,PR25 2LB,E01025431,1158,31274.86,341.8,2,0,95,16,6,0,14,4,0,67,192,31274.86
202401,QE1,Lancashire and South Cumbria ICB,1034720000,Malmin Healthcare Lancaster Partnership,LA1 1RQ,E01033071,0,1.24,10,0,0,2,1,1,0,0,0,0,2,22,0.62
202401,QMM,Norfolk and Waveney ICB,1034730000,Acle Dental Surgery Ltd,NR13 3QX,E01026498,230,6711.79,62.4,0,0,43,4,1,0,0,2,0,,,6711.79
202401,QSL,Somerset ICB,1034760000,IDH Limited,BA11 2AH,E01029034,3333,100784.4,498.8,0,0,168,43,11,1,11,4,3,99,421,100784.4
202401,QOC,"Shropshire, Telford and Wrekin ICB",1034780000,Stirchley Dental Practice,TF3 1FB,E01014196,0,11730,3.6,0,0,0,0,0,0,0,3,0,2,,11730
202401,QOQ,Humber and North Yorkshire ICB,1034790000,North Park Dental Practice,HG1 5PD,E01027656,3005,106694.19,,,,,,,,,,,,,106694.19
202401,QOQ,Humber and North Yorkshire ICB,1034800000,MR RJ BROMILEY,HG4 1HN,E01027705,5250,186430.53,,,,,,,,,,,,,186430.53
202401,QRL,Hampshire and Isle Of Wight ICB,1034840000,Dr A Brogan,PO33 2AE,E01017336,3528,115698.76,805.8,0,0,211,78,11,1,24,9,0,158,424,115698.76
202401,QHM,North East and North Cumbria ICB,1034930000,Alison Brett Dental Care LLP,NE63 9AE,E01027528,1,1,27.6,0,0,0,0,0,0,0,23,0,2,27,1
202401,QHM,North East and North Cumbria ICB,1034940000,Alistair Bartlett Dental Practice Limited,NE28 9UY,E01008467,1,1,40.4,0,0,2,0,0,0,0,32,0,4,25,1
202401,QHM,North East and North Cumbria ICB,1034950000,Alistair Bartlett Dental Practice Limited,NE63 0HD,E01027545,1,1,104.6,0,0,1,0,2,0,0,77,1,10,36,1
202401,QHM,North East and North Cumbria ICB,1034960000,MISS KE BOOTH,NE16 6NF,E01020635,1,1,19.8,4,0,0,1,0,0,0,18,0,,,1
202401,QHM,North East and North Cumbria ICB,1034970000,Mr Syed Mujtaba Hussain Razvi,DL16 7SE,E01020835,1,1,67.2,0,0,0,0,0,0,0,56,0,3,86,1
202401,QHM,North East and North Cumbria ICB,1034980000,Genix Healthcare Ltd,TS11 7LA,E01012157,1,1,96,0,0,32,12,2,0,0,15,0,15,82,1
202401,QHM,North East and North Cumbria ICB,1034990000,Genix Healthcare Ltd,NE26 2SS,E01008584,1,1,46.6,0,0,2,2,1,0,0,28,0,2,38,1
202401,QHM,North East and North Cumbria ICB,1035000000,Genix Healthcare Ltd,NE66 2GD,E01027356,1,1,65.4,0,0,0,5,0,0,0,42,0,1,29,1
202401,QHM,North East and North Cumbria ICB,1035010000,Genix Healthcare Ltd,TS1 3QW,E01012092,1,1,54.6,0,0,3,0,0,0,0,43,0,3,57,1
202401,QHM,North East and North Cumbria ICB,1035020000,Melita Dental Practice Limited,NE26 3SL,E01008550,1,1,,,,,,,,,,,,,1
202401,QHM,North East and North Cumbria ICB,1035030000,MISS E MATHER,CA1 3UD,E01019222,1,1,147.4,0,0,1,0,0,0,0,122,0,8,119,1
202401,QHM,North East and North Cumbria ICB,1035040000,MISS KE BOOTH,NE46 3LZ,E01027490,1,1,,,,,,,,,,,,,1
202401,QHM,North East and North Cumbria ICB,1035050000,JL and VA Gamon,DH5 9JB,E01008742,1,1,22.8,0,0,0,0,0,0,0,19,0,,40,1
202401,QHM,North East and North Cumbria ICB,1035060000,MR KS BAMRAH,NE8 1EE,E01008166,1,1,28.8,0,0,0,0,0,0,0,24,0,2,29,1
202401,QHM,North East and North Cumbria ICB,1035070000,Mr S Mansoor,TS12 2LF,E01012165,1,1,96.8,0,0,7,6,5,0,0,39,0,12,45,1
202401,QHM,North East and North Cumbria ICB,1035080000,MR YA NOJIB,SR4 7TU,E01008833,1,1,92.2,0,0,2,0,1,0,0,71,0,4,50,1
202401,QHM,North East and North Cumbria ICB,1035090000,MRS CR WILLIS,DH8 0BH,E01020632,1,1,24,0,0,0,2,0,0,0,15,0,,14,1
202401,QHM,North East and North Cumbria ICB,1035100000,Park Lane Dental Group,DH4 6HT,E01008755,1,1,58.2,0,0,0,1,0,0,0,46,0,3,15,1
202401,QHM,North East and North Cumbria ICB,1035110000,N & N Dental Group,SR7 7SP,E01020740,1,1,87.6,0,0,2,1,0,1,0,63,2,11,73,1
202401,QHM,North East and North Cumbria ICB,1035120000,DP Rundle Dentalcare Partnership,NE15 7HJ,E01008416,1,1,69.4,0,0,1,0,0,0,0,57,0,,,1
202401,QHM,North East and North Cumbria ICB,1035130000,Coatham Dental Practice Partnership,TS10 1RS,E01012100,1,1,62.4,0,0,0,0,0,0,0,52,0,1,34,1
202401,QHM,North East and North Cumbria ICB,1035140000,Siraj Isak Shaikh,NE7 7XS,E01008469,1,1,17.2,0,0,1,1,0,0,0,11,0,,1,1
202401,QHM,North East and North Cumbria ICB,1035150000,RLL LIMITED,CA16 6XN,E01019307,1,1,110,0,0,0,27,2,1,0,10,0,2,50,1
202401,QHM,North East and North Cumbria ICB,1035160000,The Killingworth Dental Practice Partnership,NE12 6YT,E01008504,1,1,30,0,0,0,0,0,0,0,25,0,2,11,1
202401,QHM,North East and North Cumbria ICB,1035170000,Whitecross Dental Care Limited,NE24 1DG,E01027415,1,1,16.8,0,0,0,0,0,0,0,14,0,7,19,1
202401,QKK,South East London ICB,1035180000,High Street Partnership,SE20 7HB,E01000806,2232,70796.31,959.2,0,0,119,62,37,0,34,51,0,179,295,70796.31
202401,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1035190000,Riverside Dental Centre Ltd,RG1 7AQ,E01033423,1000,36047.3,,,,,,,,,,,,,36047.3
202401,QGH,Herefordshire and Worcestershire ICB,1035200000,Bewdley Dental Partnership,DY12 2AP,E01032428,1833,56503.6,485,0,0,96,23,29,1,14,0,0,41,171,56503.6
202401,QGH,Herefordshire and Worcestershire ICB,1035210000,Malvern Hills Dental Care,WR14 1JB,E01032197,2500,77050,847.2,0,0,289,61,40,0,11,36,0,149,360,77050
202401,QGH,Herefordshire and Worcestershire ICB,1035230000,Droitwich Spa Dental Practice,WR9 8RT,E01032358,1000,30820,,,,,,,,,,,,,30820
202401,QGH,Herefordshire and Worcestershire ICB,1035240000,A Stanley and N Kalidas,DY11 7BW,E01032470,1500,46230,64.2,0,0,9,10,0,0,2,1,0,6,15,46230
202401,QGH,Herefordshire and Worcestershire ICB,1035250000,MR T MIRZA,WR14 1AJ,E01032196,1277,39357.14,303.2,0,0,56,17,9,0,12,6,0,100,66,39357.14
202401,QGH,Herefordshire and Worcestershire ICB,1035260000,Mrs T John & Mr M John,DY11 6LD,E01032470,250,7705,1,0,0,1,0,0,0,0,0,0,,,7705
202401,QGH,Herefordshire and Worcestershire ICB,1035270000,Eachway Dental Practice,B45 9DQ,E01032126,133,4109.33,50,0,0,7,5,2,0,1,5,0,10,16,4109.33
202401,QGH,Herefordshire and Worcestershire ICB,1035280000,Javaid and Jain,DY13 9AE,E01032460,1833,56503,229.4,0,0,72,19,11,1,3,2,0,25,82,56503
202401,QKS,Kent And Medway ICB,1035290000," Ashley S Lupin & Associates Limited",DA1 1HD,E01024182,6831,219451.66,1833,0,0,498,115,77,5,45,25,0,312,767,219451.66
202401,QHM,North East and North Cumbria ICB,1035300000,MR LA NIGHTINGALE,NE29 7LS,E01008486,1,1,168.6,1,0,6,3,0,0,0,129,2,,,1
202401,QHM,North East and North Cumbria ICB,1035310000,MRS KK AMLANI,NE5 2BP,E01008330,1,1,32.6,0,0,0,4,1,0,0,13,0,3,11,1
202401,QM7,Hertfordshire and West Essex ICB,1035360000,MR D GHAMARI SAIR,WD18 0PD,E01023861,40,42941.05,,,,,,,,,,,,,42941.05
202401,QMM,Norfolk and Waveney ICB,1035370000,Harleston Dental and Aesthetic Clinic Limited,IP20 9ER,E01026902,4167,131423.01,802.2,1,0,176,80,14,2,18,81,1,131,297,131423.01
202401,QUA,Black Country ICB,1035380000,Rooprai-Rooprai and Associates,WV11 1TP,E01010474,6742,193814.38,1156.2,0,0,494,96,13,0,20,56,2,252,574,193814.38
202401,QM7,Hertfordshire and West Essex ICB,1035390000,Distal Point Limited,SG5 1NQ,E01023601,29,32147.94,,,,,,,,,,,,,32147.94
202401,QM7,Hertfordshire and West Essex ICB,1035400000,Alexandra Dental Practice,HP2 4AG,E01023400,36,40355.93,70,0,0,10,0,0,0,0,50,1,2,29,40355.93
202401,QM7,Hertfordshire and West Essex ICB,1035410000,"Alexander's Dental",EN9 1NN,E01021818,36,40355.93,37.2,0,0,0,0,0,0,0,31,0,1,23,40355.93
202401,QNQ,Frimley ICB,1035460000,Coppertop Surgery Partnership,GU15 2EF,E01030802,0,7071.29,83,5,0,19,7,2,0,0,34,0,6,,0.29
202401,QNQ,Frimley ICB,1035470000,Orchard Cottage Dental Practice Partnership,GU15 2EF,E01030802,0,6000.29,,,,,,,,,,,,,0.29
202401,QXU,Surrey Heartlands ICB,1035480000,Mr MA Crowley and Mr AW Smith,KT8 0HP,E01030327,0,4000.29,36.8,0,0,8,4,1,1,0,4,0,2,14,0.29
202401,QMJ,North Central London ICB,1035510002,Excel Dental Care,NW2 2JL,E01000140,8500,261659.8,546.6,0,0,57,74,25,1,10,13,0,819,906,261659.8
202401,QOQ,Humber and North Yorkshire ICB,1035540000,Genix Healthcare Hull Ltd,HU3 6NS,E01012859,0,15989.54,110.4,0,0,1,4,1,0,0,77,0,1,63,15989.54
202401,QOQ,Humber and North Yorkshire ICB,1035550000,Genix Healthcare Market Weighton Ltd,YO43 3AG,E01013124,0,15989.54,138.6,0,0,0,3,0,0,0,108,0,8,78,15989.54
202401,QRL,Hampshire and Isle Of Wight ICB,1035560000,The Dental Management Partners Ltd,PO9 3EZ,E01022911,6795,218273.84,,,,,,,,,,,,,218273.84
202401,QNQ,Frimley ICB,1035730000,MR U BOSE,SL1 1EQ,E01032730,1000,30424.55,61.2,0,0,4,5,1,0,2,11,0,6,9,30424.55
202401,QRL,Hampshire and Isle Of Wight ICB,1035760000,SCA Trafalgar Ltd,PO13 0JY,E01022804,3500,112933.4,1410.6,1,0,489,128,45,2,17,73,2,148,522,112933.4
202401,QE1,Lancashire and South Cumbria ICB,1035780001,Lostock Hall Dental Care Ltd,PR5 5RX,E01025419,9683,317999.64,852.4,0,0,279,73,34,2,11,32,0,672,2341,317999.64
202401,QWO,West Yorkshire ICB,1035910000,"Milne, Spencer & Harris Dental Surgeons",WF6 2AZ,E01011819,1,11597.16,4,0,0,4,0,0,0,0,0,0,,,11597.16
202401,QHL,Birmingham and Solihull ICB,1035980000,MR M KHOJA,B19 2SX,E01008905,1000,30370,338,0,0,143,44,3,0,4,0,0,,,30370
202401,QHL,Birmingham and Solihull ICB,1035990000,"AS, BS & BS Bhandal",B8 2NW,E01009487,400,12148,,,,,,,,,,,,,12148
202401,QHL,Birmingham and Solihull ICB,1036010000,MR Z AFZAL,B19 2TZ,E01033638,612,18586.44,13.2,0,0,4,1,1,0,0,1,0,2,1,18586.44
202401,QHL,Birmingham and Solihull ICB,1036020000,Shard End Dental Practice,B34 6QU,E01009305,541,16430.17,12,0,0,0,0,0,0,1,0,0,,,16430.17
202401,QHL,Birmingham and Solihull ICB,1036030000,MR A HUSSAIN,B23 7PF,E01009401,568,17250.16,24,0,0,0,0,0,0,2,0,0,,,17250.16
202401,QHL,Birmingham and Solihull ICB,1036040000,Newtown Dental Practice,B19 2ER,E01008909,565,17159.05,24.2,2,0,12,1,2,0,0,1,0,8,,17159.05
202401,QHL,Birmingham and Solihull ICB,1036050000,Ward End Dental Practice Partnership,B8 2HF,E01009478,560,17007.2,20.2,0,0,0,3,2,0,0,1,0,,,17007.2
202401,QWO,West Yorkshire ICB,1036130000,The Parade Dental,LS16 7SR,E01011379,1,8502,,,,,,,,,,,,,8502
202401,QWO,West Yorkshire ICB,1036140000,Seacroft Dental Practice,LS14 6HT,E01011665,1,8502,,,,,,,,,,,,,8502
202401,QWO,West Yorkshire ICB,1036150000,Whitehill House Dental Practice,HX2 9HD,E01010916,1,8502,,,,,,,,,,,,,8502
202401,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1036160000,Wokingham Dental Clinic Partnership,RG40 2EE,E01032763,0,1,28,0,0,19,3,0,0,0,0,0,4,17,1
202401,QWO,West Yorkshire ICB,1036170000,MRS FY MARTIN,WF9 2SE,E01011860,1,8502,3,0,0,3,0,0,0,0,0,0,,1,8502
202401,QWO,West Yorkshire ICB,1036180000,Dr Amjid Siddique,WF12 8DJ,E01011130,1,17004,,,,,,,,,,,,,17004
202401,QWO,West Yorkshire ICB,1036190000,S K Exel Dental Limited,OL14 5AA,E01010983,1,8502,,,,,,,,,,,,,8502
202401,QWO,West Yorkshire ICB,1036200000,Heaton Dental Care Limited,BD9 5BU,E01010804,1,8502,2.2,0,0,1,0,0,0,0,1,0,,,8502
202401,QWO,West Yorkshire ICB,1036210000,"Milne, Spencer & Harris Dental Surgeons",WF7 5BA,E01011783,1,8502,2,0,0,2,0,0,0,0,0,0,,,8502
202401,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1036220000,Temple Street Dental Ltd,OX4 1JS,E01028588,0,1,,,,,,,,,,,,,1
202401,QU9,"Buckinghamshire, Oxfordshire and Berkshire West ICB",1036230000,Buttercross Dental Ltd,OX28 6DB,E01028818,0,1,,,,,,,,,,,,,1
202401,QOQ,Humber and North Yorkshire ICB,1036280000,Barton Dental Care Limited,DN18 5PD,E01013255,1,11772,1,0,0,1,0,0,0,0,0,0,1,,11772
202401,QOQ,Humber and North Yorkshire ICB,1036290000,The Dental Design Studio,DN35 7AB,E01013203,1,11772,8,0,0,5,1,0,0,0,0,0,6,,11772
202401,QOQ,Humber and North Yorkshire ICB,1036300000,Dental Design Studio Hull,HU2 8HL,E01012851,1,11772,,,,,,,,,,,,,11772
202401,QOQ,Humber and North Yorkshire ICB,1036310000,Dental Design Studio,HU18 1LL,E01013049,1,11772,,,,,,,,,,,,,11772
202401,QOQ,Humber and North Yorkshire ICB,1036320000,Clifton Gardens Dental Practice,DN14 6AS,E01012999,1,13080,,,,,,,,,,,,,13080
202401,QOQ,Humber and North Yorkshire ICB,1036330000,The Dental Design Studio,DN16 2AA,E01013316,1,11772,5,0,0,5,0,0,0,0,0,0,5,,11772
202401,QOQ,Humber and North Yorkshire ICB,1036340000,The Dental Design Studio,DN16 2AA,E01013316,1,11772,,,,,,,,,,,,,11772
202401,QT1,Nottingham and Nottinghamshire ICB,1036670001,White House Dental Care Limited,NG5 6GY,E01028165,29000,830633.17,1637.6,1,0,557,159,60,1,16,88,0,1785,4304,830633.17
202401,QKS,Kent And Medway ICB,1037050001,Fourways Dental Surgery,TN15 8BB,E01024725,1460,43664.52,56,0,0,41,3,0,0,0,5,0,433,123,43664.52
202401,QNC,Staffordshire and Stoke-on-Trent ICB,1037130001,Rodericks Dental Ltd,ST5 6AZ,E01029567,26418,776446.77,411.8,0,0,199,41,5,0,3,24,0,599,3468,776446.77
202401,QOP,Greater Manchester ICB,1037210001,Ocean Dental Ltd,M14 6SG,E01005311,6589,235638.29,229.8,0,0,81,29,3,0,3,9,0,218,808,235638.29
202401,QOP,Greater Manchester ICB,1037210002,Ocean Dental Ltd,M1 1PL,E01033658,12000,390012.59,857.4,1,0,346,79,11,1,14,38,0,535,2110,390012.59
202401,QMM,Norfolk and Waveney ICB,1037480001,Friends Dental Ltd,NR7 8AG,E01026553,3783,124078.22,329.2,0,0,98,39,4,0,6,16,0,686,903,124078.22
202401,QKK,South East London ICB,1037560001,Smile Impressions Blackheath Ltd,SE3 8UN,E01001650,5063,147907.97,483.8,0,0,159,39,14,1,9,19,0,653,1679,147907.97
202401,QOP,Greater Manchester ICB,1038450001,Ian Wood and Partners,M33 3HD,E01006174,9500,291148.21,770.4,0,0,361,73,5,1,9,42,0,1111,1811,291148.21
202401,QHM,North East and North Cumbria ICB,1038880001,The Fairfield Dental Practice Partnership,TS19 7LB,E01012189,12432,391288.79,833.4,0,0,313,78,24,0,11,17,5,950,2384,391288.79
202401,QWE,South West London ICB,1038960001,Newham Family Dental Care Limited,SM6 7JB,E01004176,11000,376865.25,1141.2,0,0,202,123,62,1,16,51,0,1316,2135,357593.6
202401,QK1,"Leicester, Leicestershire and Rutland ICB",1039180002,Bosworth Dental Limited,CV13 0LT,E01025838,20523,693657.15,1092.2,0,0,462,71,9,4,22,66,1,1336,5108,693657.15
202401,QNX,Sussex ICB,1039850001,Northgate Dental Care Ltd,RH10 8EZ,E01031585,11756,371753.85,599.2,1,0,207,51,20,0,9,26,1,851,1370,371753.85
