_LATE_SUBMITTED_FP17,_COMMISSIONER_NAME,_COMMISSIONER_CODE,_UDA_DELIVERED,_BAND_3_DELIVERED,_UDA_DELIVERED_FD,_LATEST_PPC_ADDRESS_POSTCODE,YEAR_MONTH,_UDA_PERF_TARGET,_PROVIDER_NAME,_GENERAL_DENTAL_FIN_VALUE,_BAND_1_DELIVERED,_UDA_FIN_VAL,_CHILD_12M_COUNT,_LSOA11_CODE,_BAND_URGENT_DELIVERED,_CONTRACT_NUMBER,_BAND_OTHER_DELIVERED,_BAND_2_DELIVERED,_ADULT_24M_COUNT
0,North West London AT,Q62,744.2,23,0,HA0 2LP,201905,7761,Dr. S. Merali and Dr. F. Merali,242933.67,107,242933.67,704,E01000608,16,1868210001,0,114,1000
0,North West London AT,Q62,89.2,5,0,UB6 7DH,201905,2500,VAS Partnership,75203.34,13,75203.34,109,E01000632,1,3850180001,0,5,304
0,North West London AT,Q62,22.8,1,0,HA0 2DW,201905,655,"Bhutta, Padayachee & Associates",15864.1,3,15864.1,29,E01000634,4,1083400001,0,1,208
0,North West London AT,Q62,14,0,0,HA0 2DW,201905,720,"Bhutta, Padayachee & Associates",20257.21,5,20257.21,71,E01000634,0,1945220001,0,3,352
0,North West London AT,Q62,37.8,1,0,HA9 6AH,201905,600,MISS GA KSHIRSAGAR,14342.97,12,14342.97,125,E01000635,4,7849070001,0,3,132
0,North West London AT,Q62,121,7,0,NW10 2RY,201905,1911,"Mrs Kajal Sangani, Ms Rena Raed Jumaily partnership",68373.16,4,68373.16,64,E01000640,5,3642070001,0,9,183
0,North West London AT,Q62,493.2,11,0,NW10 2SL,201905,7200,MR RK MARWAHA,215874.3,105,215874.3,597,E01000644,21,6023530001,0,77,1929
0,South London AT,Q63,406.6,7,132,TN16 3TL,201905,5861,MISS RN NATH,149171.71,145,149171.71,608,E01000654,38,8398760001,0,44,1785
0,South London AT,Q63,9,0,0,TN16 3TJ,201905,731,Stock Hill Dental Care Partnership,16615.68,3,16615.68,181,E01000657,0,1193850001,0,2,140
0,South London AT,Q63,146.6,2,0,BR2 8NQ,201905,1585,MR O DADASHIAN,33594.28,59,33594.28,447,E01000665,3,2646360003,0,20,303
0,South London AT,Q63,447.8,10,0,BR2 9QQ,201905,5998,Ms Brakashini Thuraisundaram,177831.1,116,177831.1,966,E01000669,24,6746560001,0,61,747
0,South London AT,Q63,281.4,2,0,BR1 3RX,201905,4762,Dental Beauty Bromley,112118.83,168,112118.83,841,E01000674,7,9529820005,0,27,849
0,South London AT,Q63,88.4,0,0,BR1 3DD,201905,1235,MR MP O'BRIEN,27707.52,68,27707.52,459,E01000675,2,3368660001,0,6,138
0,South London AT,Q63,169.6,1,0,BR1 3PR,201905,1846,The Buckley Practice Ltd,38941.56,64,38941.56,641,E01000676,3,1097970001,0,30,64
0,South London AT,Q63,340.6,6,0,BR1 3NH,201905,6200,MR KJ BROPHY,206719.78,70,206719.78,654,E01000676,23,8136560001,0,57,710
0,South London AT,Q63,279.6,11,0,BR2 0EF,201905,5010,Shortlands Dental Practice Limited,131944.52,42,131944.52,370,E01000677,13,1443120001,0,30,997
0,South London AT,Q63,80.2,2,0,BR6 6EY,201905,800,MR P AZARI,22657.91,34,22657.91,286,E01000685,1,2540100001,0,7,147
1,South London AT,Q63,1038.2,28,222,BR7 6AN,201905,14250,Smile 4U Limited,373801.54,288,373801.54,1302,E01000692,36,1890060001,0,124,4288
0,South London AT,Q63,231.2,6,0,BR7 5LX,201905,5500,Sandip Dau,129818.44,116,129818.44,1657,E01000696,1,2303160001,0,14,466
0,South London AT,Q63,61,0,0,BR3 4DA,201905,950,MISS LJ LYNCH,21707.06,34,21707.06,370,E01000708,0,3352230001,0,9,62
0,South London AT,Q63,1212,37,494,BR3 1BN,201905,14000,Beckenham Dental Clinic,326387.51,372,326387.51,1996,E01000714,45,1496590001,0,114,5268
0,South London AT,Q63,660,15,0,BR6 8AE,201905,6912,MISS G MEHRA,213538.5,243,213538.5,791,E01000754,20,2443250001,0,71,2209
0,South London AT,Q63,174.6,2,0,BR6 8HU,201905,2750,MR SB PATEL,60146.14,99,60146.14,736,E01000758,3,3352820001,0,16,276
0,South London AT,Q63,297.2,1,0,BR2 7JE,201905,4427,Mark Howard Hamburger and Rebecca Peta Sadler,108433.93,227,108433.93,1862,E01000767,11,9084950001,0,15,286
0,South London AT,Q63,364.6,7,0,BR3 6LH,201905,6963,Kelsey Park Dental,158081.61,106,158081.61,319,E01000770,3,3946530001,0,57,1827
0,South London AT,Q63,124,0,0,BR6 0NQ,201905,2400,Tradex Services Limited,52605.07,79,52605.07,990,E01000790,0,1143590001,0,15,141
0,South London AT,Q63,877,32,0,BR6 0LZ,201905,10500,MRS CO ADELOYE,306984.19,148,306984.19,770,E01000790,10,8292850006,0,111,2882
0,South London AT,Q63,982.8,22,0,BR3 4RJ,201905,11893,Mr S Patel & Mr MP Patel,293682.07,390,293682.07,1293,E01000797,49,1581350001,0,90,4040
0,South London AT,Q63,1338,71,0,SE20 7JA,201905,17064,Green Lane Dental Care Limited,533716.04,144,533716.04,765,E01000805,40,1817650001,0,98,3388
0,South London AT,Q63,578.8,10,0,SE20 7HB,201905,9665,Apex Dental Care Ltd,259426.67,169,259426.67,771,E01000806,69,1257760002,0,69,2203
0,South London AT,Q63,716.8,19,0,BR5 1LA,201905,8000,Adams House Dental Practice,217548.13,205,217548.13,1770,E01000807,19,1755600001,0,87,896
0,South London AT,Q63,51,0,0,BR4 0HW,201905,859,Pickhurst Dental Care,20042.49,12,20042.49,191,E01000833,5,5590830005,0,11,86
0,South London AT,Q63,275.2,5,0,BR4 0QR,201905,3846,MISS AR PATEL,107318.94,103,107318.94,419,E01000835,6,1953160003,0,35,890
0,South London AT,Q63,2159.2,34,227,BR4 0JZ,201905,29751,MISS AR PATEL,857128.58,688,857128.58,2481,E01000837,111,1953160002,0,310,8144
0,South London AT,Q63,327.6,1,221.8,BR3 3BQ,201905,4000,Miss Yanika Amin,91910.93,189,91910.93,909,E01000837,8,7358410001,0,39,1464
1,North East London AT,Q61,568.8,19,0,NW3 3JX,201905,8498,Dharmesh Patel,258039.41,157,258039.41,571,E01000846,24,1834660001,0,52,2421
0,North East London AT,Q61,364.8,13,124.2,W1T 6NA,201905,4834,MR S PATEL,176626.38,117,176626.38,250,E01000851,14,2567220001,0,25,2175
1,North East London AT,Q61,1132.6,37,0,WC1H 9RU,201905,14297,Chalton Street Dental,390027.95,308,390027.95,681,E01000853,58,1132470001,0,104,5232
0,North East London AT,Q61,868.6,16,0,NW1 7AN,201905,18500,Mr T Jivanjee & Mr S Savani,408280.84,310,408280.84,711,E01000863,48,1190830001,0,103,5028
0,North East London AT,Q61,3,0,0,NW5 2AJ,201905,900,Community Dental Service,57577.97,0,57577.97,5,E01000866,0,1180010006,0,1,218
0,North East London AT,Q61,1357.2,50,0,NW5 2AG,201905,15340,Ace Dental,432728.09,288,432728.09,1255,E01000866,61,1427940001,0,132,5096
0,North East London AT,Q61,287.8,16,0,NW2 3EJ,201905,3505,MR PC WEE,108939.78,28,108939.78,77,E01000872,4,2084930001,0,21,770
0,North East London AT,Q61,142.6,3,0,NW6 1NJ,201905,2074,"Noorani, Noorani",51273.56,34,51273.56,208,E01000873,13,1417980001,0,19,433
0,North East London AT,Q61,1127.8,22,0,NW3 2BH,201905,13493,MR AM BOOKEY,319348.24,325,319348.24,1634,E01000902,49,7332450001,0,160,4127
1,North East London AT,Q61,6,0,0,WC2H 0LA,201905,325,MR B NISAR,7683.11,4,7683.11,7,E01000919,0,7818000001,0,1,103
0,North East London AT,Q61,931,26,0,WC1N 3NG,201905,11978,MR DL LEVENSTEIN,344827.53,217,344827.53,548,E01000920,50,7419060001,0,114,4133
0,North East London AT,Q61,584.4,11,0,NW5 2HR,201905,7126,Gita Hakhamaneshi Partnership,256275.64,114,256275.64,542,E01000921,27,8315220001,0,102,1679
0,North East London AT,Q61,340,13,0,NW6 4HJ,201905,3600,Shape Dental Clinic,100599.73,88,100599.73,351,E01000930,10,7830990001,0,28,888
0,North East London AT,Q61,319.2,11,0,NW2 3JR,201905,4613,MR SR MANAFI,159869.46,18,159869.46,269,E01000930,16,8431480002,0,50,793
0,North East London AT,Q61,1219,48,0,NW6 4JD,201905,18134,Kilburn Dental Ltd,555506.35,139,555506.35,1192,E01000931,50,1264890001,0,148,3686
1,North East London AT,Q61,848,25,0,NW6 4PL,201905,15139,Ahmed Al-morhiby,403558.48,161,403558.48,933,E01000933,60,2513480001,0,105,3390
0,North East London AT,Q61,661.4,29,0,WC1X 8RH,201905,6178,Grays Inn Dental Surgery,189638.07,104,189638.07,224,E01000940,7,1051040001,0,67,1636
0,North East London AT,Q61,568.6,27,0,WC1H 8DG,201905,6014,East Village Dental Partnership,195192.87,34,195192.87,376,E01000941,8,6435130001,0,67,1003
1,North East London AT,Q61,219.4,5,0,NW1 2AA,201905,3255,The Dental Centre,81261.91,76,81261.91,,E01000942,12,2154810001,0,24,1177
0,North East London AT,Q61,532.6,12,0,NW1 3QT,201905,7861,DR A ALSAM,227856.47,109,227856.47,702,E01000944,23,2774950001,0,84,2165
0,North East London AT,Q61,532.6,24,0,NW1 2NT,201905,9194,MR S OLUBUNMI-OKE,293609.06,49,293609.06,356,E01000945,13,2502790004,0,60,1588
1,North East London AT,Q61,1623.6,85,0,NW1 0JH,201905,18111,Camden High Street Dental Practice Partnership,612119.73,132,612119.73,754,E01000947,84,6880450001,0,124,4205
0,North East London AT,Q61,523.8,26,0,NW1 1TU,201905,9969,MR M BEHNAM,249546.79,48,249546.79,613,E01000958,39,7859460001,0,39,1948
0,North East London AT,Q61,913,36,0,NW3 5EG,201905,9676,MR SR MANAFI,331706.44,79,331706.44,632,E01000963,65,8431480003,0,108,1990
0,North East London AT,Q61,15,0,0,NW3 6HJ,201905,320,MRS AJ SHAUL,9024.37,15,9024.37,130,E01000969,0,6298390001,0,0,39
0,North East London AT,Q61,29,0,0,NW3 6HJ,201905,208,MRS S DASWANI,5042.64,14,5042.64,53,E01000969,0,9419990001,0,5,36
0,South London AT,Q63,693.2,21,0,CR0 6SE,201905,11777,Dental Beauty Croydon Limited,286300.09,191,286300.09,670,E01000975,31,1461610001,0,71,2600
0,South London AT,Q63,516.6,11,0,CR0 6SE,201905,6020,MR O DADASHIAN,179415,153,179415,774,E01000975,18,2646360002,0,70,1807
0,South London AT,Q63,307.2,6,0,CR0 6BB,201905,5908,Orchard Dental Centre,162577.55,42,162577.55,294,E01000976,51,1366380001,0,44,894
0,South London AT,Q63,143.8,2,0,CR0 7LG,201905,1344,Dr Morvarid Shahid,31027.81,34,31027.81,257,E01000985,4,7946940001,0,27,288
0,South London AT,Q63,421.6,17,0,CR7 7NA,201905,4621,MISS S GAJREE,137512.08,53,137512.08,329,E01000995,17,7420660001,0,48,823
0,South London AT,Q63,264.4,10,0,CR7 7JL,201905,2831,M.K. Vasant & Associates,78427.82,61,78427.82,275,E01000997,7,1248690002,0,25,769
1,South London AT,Q63,1656.4,33,79,CR7 7JL,201905,21983,Brigstock Dental Practice,653643.42,458,653643.42,2635,E01000997,77,1435530001,0,237,6255
0,South London AT,Q63,757.2,37,0,CR7 7JD,201905,11565,MR S KAMYAB,350682.34,18,350682.34,875,E01000997,21,2834600002,0,90,1471
0,South London AT,Q63,416.6,14,117.4,CR0 3SE,201905,9242,West Croydon Dental Practice,298043.01,104,298043.01,511,E01001013,18,2638500001,0,41,2566
0,South London AT,Q63,101.2,0,0,CR5 1EB,201905,1261,Dental Surgery,44292.66,70,44292.66,492,E01001018,1,8131410001,0,10,83
0,South London AT,Q63,202,6,0,CR5 1SG,201905,2519,MRS I AZENABOR,66935.01,61,66935.01,284,E01001020,5,7818190001,0,21,760
0,South London AT,Q63,173.4,4,0,CR5 2BA,201905,3269,Ivory,80908.14,54,80908.14,303,E01001023,12,1443470001,0,19,386
0,South London AT,Q63,1087,23,184.6,CR8 2LN,201905,14608,The Family Dental Practice Management LTD,390781.48,334,390781.48,1305,E01001029,65,1082430001,0,133,4841
0,South London AT,Q63,55.4,1,0,CR2 6AJ,201905,1000,MS NA DATHI,24317.36,23,24317.36,123,E01001033,2,6514780001,0,6,274
0,South London AT,Q63,628.8,18,0,CR2 6AP,201905,6166,Blue Dental,183772.19,132,183772.19,444,E01001033,34,9149670001,0,80,1431
0,South London AT,Q63,173,2,0,CR2 6AH,201905,2200,Miss C McCarthy & Miss M McCarthy,58550.81,110,58550.81,116,E01001041,5,1969320001,0,11,829
0,South London AT,Q63,129.4,3,0,CR2 6EQ,201905,1406,Oak Tree Dental Practice,47613.33,34,47613.33,153,E01001041,7,3221640001,0,17,379
0,South London AT,Q63,398.4,0,0,CR9 1PJ,201905,1,HERTS URGENT DENTAL CARE (OUT OF HOURS) LIMITED,97802.96,0,97802.96,137,E01001043,332,1868560001,0,0,2082
0,South London AT,Q63,809,19,0,CR0 1LB,201905,7295,MRS KM WALKER,204660.52,113,204660.52,921,E01001043,70,3246120001,0,128,1854
0,South London AT,Q63,265,7,0,CR8 5AA,201905,3250,Purav Patel,89166.22,22,89166.22,505,E01001075,5,1547250001,0,51,305
0,South London AT,Q63,853.8,24,253.8,SW16 4DN,201905,12500,M.K. Vasant & Associates,318526.26,222,318526.26,1863,E01001090,39,1248690001,0,99,2427
0,South London AT,Q63,657.4,29,0,SW16 4UY,201905,7250,Dental Practice Norbury,199924.74,97,199924.74,445,E01001090,22,7668010001,0,62,1438
0,South London AT,Q63,587.8,22,0,SW16 4DP,201905,9543,Parisa Akhavan-Tabib,243533.62,67,243533.62,301,E01001091,34,1296820001,0,72,1607
0,South London AT,Q63,397.4,7,0,CR8 3EH,201905,2999,Andrew Paice and Felicity Murray,94430.93,209,94430.93,448,E01001092,7,3057070002,0,32,979
0,South London AT,Q63,76,0,0,CR8 3EH,201905,1279,Foxley Lane Dental Care,28058.86,37,28058.86,280,E01001092,0,9175830001,0,13,73
0,South London AT,Q63,991.4,30,0,CR8 2NE,201905,10771," Purley Dental Care Partnership",249793.68,263,249793.68,877,E01001093,32,1874880001,0,110,3280
0,South London AT,Q63,1199,47,0,CR0 2JH,201905,12000,"K Sachdev, A Sachdev, M Sachdev, N Sachdev",379004.65,131,379004.65,991,E01001110,110,5671590003,0,124,2742
0,South London AT,Q63,166,4,0,CR2 8LJ,201905,1844,Darshan Shukla,52614.56,58,52614.56,474,E01001125,0,7300250001,0,20,384
1,South London AT,Q63,654.4,27,163.6,SE25 4BJ,201905,14290,Lancaster House Dental Practice,401562.7,202,401562.7,864,E01001142,47,1666340001,0,25,3432
0,South London AT,Q63,504.8,16,0,CR7 8LY,201905,6775,Arcades Dental Surgery,210854.87,83,210854.87,619,E01001152,14,1403840001,0,71,1392
0,South London AT,Q63,1337.4,30,0,SE19 3LQ,201905,16990,Beulah Hill Dental Centre,424607.96,243,424607.96,1003,E01001158,52,1347910002,0,224,3393
0,South London AT,Q63,759.8,33,0,CR0 4PB,201905,10832,Preventive Dental Practice,277435.72,86,277435.72,544,E01001167,4,1718830001,0,91,1755
0,North West London AT,Q62,95,4,0,W13 8RY,201905,893,MR I RAI,22271.29,32,22271.29,223,E01001222,0,6616510001,0,5,178
0,North West London AT,Q62,251.4,0,0,W13 8JR,201905,2999,MISS H KHALIQ,85149.35,147,85149.35,602,E01001222,7,9493290001,0,32,1170
0,North West London AT,Q62,198,4,0,W3 9BA,201905,2282,MR AW KACZMARSKI,58732.71,33,58732.71,89,E01001231,0,7360900001,0,39,693
0,North West London AT,Q62,947.6,26,0,W5 4QR,201905,11917,MR G AL-SHAIKH RADI,322962.08,239,322962.08,1495,E01001233,38,3419160001,0,117,1820
0,North West London AT,Q62,2682.8,103,0,W7 3PX,201905,33294,MR JS BAINS,973701.22,269,973701.22,2306,E01001250,209,9205680002,0,309,6763
0,North West London AT,Q62,889.8,28,0,UB6 8QZ,201905,13002,MR SS GHALLEY,420784.12,156,420784.12,1642,E01001260,39,9794140003,0,117,1742
0,North West London AT,Q62,12,0,0,W5 3AB,201905,238,MRS PA HARRIS,6490.86,0,6490.86,39,E01001273,0,3230550001,0,4,74
0,North West London AT,Q62,477.4,15,0,W5 3AQ,201905,5771,MR R BAREZ,175293.78,139,175293.78,319,E01001273,42,6861660002,0,36,1881
0,North West London AT,Q62,547.2,8,0,W5 4XL,201905,5946,MR RG RENTON,170844.56,232,170844.56,788,E01001304,42,8259560001,0,56,2895
0,North West London AT,Q62,363.2,14,0,UB5 5HE,201905,7829,Pratimaben Patel and Shradha Patel,226642.4,32,226642.4,547,E01001323,11,2513050001,0,50,892
0,North West London AT,Q62,329.4,9,149.4,UB6 7JZ,201905,5191,MR P KUMAR,206387.93,72,206387.93,425,E01001341,17,6574330002,0,43,1773
0,North West London AT,Q62,410.4,8,225.4,UB6 7DH,201905,5346,VAS Partnership,160274.62,87,160274.62,595,E01001341,42,8888690002,0,59,1882
0,North West London AT,Q62,36.2,2,0,W5 1RT,201905,1999," LOVLINA KAUR BINDRA",70584.37,5,70584.37,,E01001348,1,3344480001,0,2,683
0,North West London AT,Q62,754.8,30,0,UB6 8BZ,201905,7417,MR AV PATEL,222261.46,105,222261.46,573,E01001348,24,3354280001,0,87,1699
0,North West London AT,Q62,405.4,23,0,W3 8YF,201905,5201,MR G AL-SHAIKH RADI,162702.51,61,162702.51,451,E01001353,12,3419160002,0,18,674
0,North West London AT,Q62,945.2,0,0,UB1 1SQ,201905,15161,Sterling Dental Centre,816183.31,38,816183.31,614,E01001361,6,6363200001,0,300,3450
0,North West London AT,Q62,686.2,29,0,W13 9RL,201905,7042,Dr. Satinder Dhami & Dr. Sonia Dhami,189643.02,109,189643.02,390,E01001384,16,1654090001,0,70,1848
0,North West London AT,Q62,477.4,13,0,W13 9QU,201905,5933,Dental Beauty Northfields Limited,150228.05,166,150228.05,519,E01001385,32,1152230001,0,39,1828
0,North West London AT,Q62,175,3,0,W5 5EX,201905,2696,St. Mary's Dental Surgery,97087.31,37,97087.31,704,E01001386,0,8256620001,0,34,162
0,North West London AT,Q62,3,0,0,W13 9AU,201905,697,MR PJ LASKOWSKI,20539.37,3,20539.37,53,E01001388,0,3187870001,0,0,44
0,North East London AT,Q61,98.6,2,0,N14 4BB,201905,1902,Mrs N Mistry & Miss P Mistry,50768.53,32,50768.53,219,E01001418,8,1228310001,0,11,583
0,North East London AT,Q61,53,0,0,N14 4PL,201905,1400,Dev Indravadan Patel and Amit Devlukia,33275.54,35,33275.54,561,E01001421,0,8819370001,0,6,130
0,North East London AT,Q61,1777.4,49,0,N9 0PD,201905,19880,Dentasmile Ltd,602659.53,104,602659.53,1628,E01001425,27,1495780001,0,351,2997
0,North East London AT,Q61,779,15,0,N9 0TZ,201905,8726,MISS RJ SANGHVI,214827.13,104,214827.13,578,E01001429,45,7782490001,0,147,2490
0,North East London AT,Q61,297.6,3,0,EN3 5PT,201905,4098,Jasleen Padda,139954.3,54,139954.3,428,E01001441,18,1711900001,0,62,606
0,North East London AT,Q61,720.2,10,0,EN2 6PJ,201905,9054,Stephen Stern and Michael MacManus,224748.75,140,224748.75,1603,E01001457,26,2445380001,0,143,1196
0,North East London AT,Q61,891.8,37,0,N18 1ND,201905,10107,Edmonton Village Dental,379722.72,89,379722.72,501,E01001465,39,1789690001,0,104,2294
0,North East London AT,Q61,214.8,2,0,N9 7DU,201905,3740,Smiles Defined Dental Practice,102221.69,51,102221.69,561,E01001476,9,5548980001,0,43,609
0,North East London AT,Q61,430.2,4,0,N9 8JS,201905,6499,MR AG PATEL,189806.39,219,189806.39,952,E01001489,1,8413900001,0,54,2314
1,North East London AT,Q61,1458,38,156.2,N13 5XD,201905,20748,DIPS Dental Surgery,595094.53,202,595094.53,1239,E01001495,40,1858170001,0,251,5465
0,North East London AT,Q61,36,1,0,N13 5EZ,201905,481,The Hazelwood Dental Practice,12184.96,12,12184.96,123,E01001498,0,3279480001,0,4,93
0,North East London AT,Q61,624.2,12,153.4,N14 6PH,201905,7500,Smiles Dental Care Limited,212405.69,248,212405.69,1245,E01001519,21,1379010001,0,69,2678
0,North East London AT,Q61,639,14,0,N14 5HD,201905,6262,Fowell and Lodhia and Dhuggal,217925.29,138,217925.29,590,E01001519,25,1983230001,0,101,1696
0,North East London AT,Q61,4,0,0,N14 5BP,201905,200,MR PC VASWANI,4636.01,4,4636.01,69,E01001519,0,6430250001,0,0,13
0,North East London AT,Q61,117,2,0,N14 5BP,201905,1488,Rebecca Sadler and Catherine Tannahill,52472.25,60,52472.25,455,E01001519,0,6448890001,0,11,181
0,North East London AT,Q61,146.2,1,0,N13 4PP,201905,1850,MR M BHARDWAJ,49226.38,52,49226.38,591,E01001527,6,7858060001,0,25,176
0,North East London AT,Q61,647.8,21,0,N11 1AT,201905,10923,Perfect Teeth Partnership,338960.67,94,338960.67,856,E01001535,39,6778090001,0,85,2107
0,North East London AT,Q61,185.6,3,0,EN1 3BX,201905,3000,LEIGH DENTAL PRACTICE LIMITED,87577.07,41,87577.07,289,E01001544,3,3052860001,0,35,713
0,North East London AT,Q61,1857.8,49,0,N18 2TW,201905,18415,The Angel Dental Practice Ltd,540604.36,290,540604.36,2325,E01001555,94,1888830001,0,289,2811
0,North East London AT,Q61,445.4,16,0,N18 2XZ,201905,13708,MR JR KANOGO,369831.64,113,369831.64,672,E01001558,17,7658050001,0,40,2908
0,North East London AT,Q61,139.2,4,0,N13 4BS,201905,1646,MR HS JOSHI,84606.08,36,84606.08,196,E01001563,1,3413200001,0,18,243
0,North East London AT,Q61,645.2,14,0,N21 3AL,201905,8143,MR A SHARMA,220687.4,227,220687.4,858,E01001564,31,2698240001,0,71,2374
0,North East London AT,Q61,120.8,1,0,N21 1HS,201905,1461,MISS F AZIZ,34598.44,74,34598.44,430,E01001569,4,6504390001,0,10,208
1,South London AT,Q63,2150.2,50,0,SE2 9PT,201905,26220,ARP Dental Care Ltd,896658.4,475,896658.4,2350,E01001576,91,2878810001,0,322,6523
0,South London AT,Q63,1996.4,42,285.6,SE3 7EQ,201905,23250,Mr R Cutts & Miss A Patel,665635.31,776,665635.31,2790,E01001585,127,1716620001,0,188,8402
0,South London AT,Q63,1148,52,0,SE7 7EY,201905,15510,Charlton Dental Care Ltd,429504.08,113,429504.08,880,E01001593,35,1584020001,0,123,2457
0,South London AT,Q63,1624.2,57,0,SE9 3TE,201905,16633,MR R KARDEL-TABAR,426721.55,417,426721.55,1409,E01001596,51,3977170001,0,154,4689
0,South London AT,Q63,791.6,34,0,SE9 3BB,201905,10750,Dental Beauty Mottingham Limited,324063.07,89,324063.07,888,E01001603,48,1211340001,0,79,1296
0,South London AT,Q63,118.2,3,0,SE3 8BT,201905,1090,MR P MORAITIS,30254.93,48,30254.93,228,E01001647,1,6569170001,0,11,141
0,South London AT,Q63,133.2,1,0,SE3 8UN,201905,3463,Smile Impressions Blackheath Ltd,80480.69,54,80480.69,307,E01001650,6,1037560001,0,20,912
0,South London AT,Q63,764.4,29,0,SE18 1PP,201905,16130,MR DS KULLAR,449028.7,195,449028.7,1543,E01001675,42,2443170001,0,57,2704
0,South London AT,Q63,269.2,8,0,SE18 1HF,201905,2268,Denvolve,57621.33,37,57621.33,214,E01001677,6,6383230005,0,43,481
0,South London AT,Q63,89.2,2,0,SE28 0FJ,201905,1,Tooth and Mouth Ltd,264754.96,28,264754.96,,E01001687,1,1884680001,0,12,871
0,South London AT,Q63,2063.6,42,0,SE28 8BE,201905,24573,Gallions Reach Dental Clinic Limited,1052604.59,215,1052604.59,2716,E01001688,23,1553810001,0,439,3396
0,South London AT,Q63,572.6,8,0,SE28 8RA,201905,7449,Keya Vithani and Varsha Vithani,183560.77,188,183560.77,1229,E01001688,18,1709330001,0,89,1103
0,South London AT,Q63,2218,55,164.8,SE18 3SH,201905,24351,Plumstead Dental Surgery Ltd,622233.16,358,622233.16,2578,E01001703,180,1386730001,0,328,6719
0,South London AT,Q63,873.4,32,0,SE7 8DP,201905,11000,Mr James Edward Carter,259578.5,214,259578.5,546,E01001709,27,8010110001,0,81,2687
0,North East London AT,Q61,321.8,15,0,N4 2AA,201905,4263,MR DR SADOH,157567.15,35,157567.15,126,E01001718,39,7828740001,0,20,1067
0,North East London AT,Q61,416,10,0,N1 4AX,201905,6846,MR A KOUCHEKIAN SABOUR,210551.97,53,210551.97,553,E01001756,20,6733900001,0,73,983
0,North East London AT,Q61,1430.2,30,0,N16 5TR,201905,14478,Davidoff Dental Practice,532072.51,283,532072.51,2318,E01001808,71,1090610001,0,234,1814
0,North East London AT,Q61,259.2,1,0,N16 0PH,201905,3657,London Oral Health Group Ltd,108409.48,153,108409.48,51,E01001830,16,1203400001,0,25,3056
0,North East London AT,Q61,1997.8,93,0,N16 8EL,201905,23411,London Oral Health Group Ltd,782146.16,154,782146.16,1986,E01001830,74,8555100001,0,213,5091
0,North East London AT,Q61,379.6,12,0,E9 7LJ,201905,6403,Malli and Donnelly Dental Partnership,226470.7,52,226470.7,406,E01001838,23,1500530001,0,52,1158
0,North West London AT,Q62,80.2,2,0,W12 9AH,201905,1876,Dental Centre 100,59097.74,10,59097.74,131,E01001860,1,1685990001,0,15,290
0,North West London AT,Q62,250.8,11,0,W12 9AU,201905,4437,MR A BECK,131892.07,54,131892.07,433,E01001860,14,2738990001,0,16,894
0,North West London AT,Q62,493.6,23,0,W12 9RB,201905,6127,MR V HRKALOVIC,154438.39,70,154438.39,316,E01001860,3,7857680001,0,48,1402
0,North West London AT,Q62,790.8,33,0,W14 0SH,201905,10339,MR H RAZBAN,318388.19,102,318388.19,422,E01001866,19,7719960001,0,90,2721
0,North West London AT,Q62,371.6,13,0,W6 7JP,201905,4680,Colosseum Dental,152076.37,50,152076.37,440,E01001867,8,9098900001,0,52,606
0,North West London AT,Q62,150.2,10,0,SW6 7EN,201905,1725,MR PA CASPERSONN,56095.54,2,56095.54,70,E01001882,1,9091140001,0,9,184
0,North West London AT,Q62,1643,67,96,SW6 1NN,201905,16627,Quality Dental Fulham Ltd,499661.1,164,499661.1,848,E01001884,60,1540830001,0,201,3645
0,North West London AT,Q62,309.4,18,0,SW6 1NP,201905,4196,MR MR NAJAFI,112687.64,25,112687.64,138,E01001884,12,3580370001,0,18,803
0,North West London AT,Q62,128,4,0,W6 9PL,201905,1719,Pedro Rodriguez Arteche,41307.18,35,41307.18,169,E01001891,5,8121960001,0,13,682
0,North West London AT,Q62,2014.4,109,0,W6 7AF,201905,25000,Preeman Limited Smile For Life Dental Clinic (Hammersmith),710544.35,320,710544.35,1108,E01001898,7,1694550001,0,126,4513
0,North West London AT,Q62,585.8,9,0,SW6 6BS,201905,9616,Chirag Patel,259792.18,200,259792.18,1025,E01001903,49,1915070001,0,73,2982
1,North West London AT,Q62,60,0,0,SW6 4SE,201905,680,MR A EGHBAL OMIDI,18705.58,18,18705.58,174,E01001924,0,2397200001,0,15,46
0,North West London AT,Q62,693.4,41,0,W6 9NH,201905,8350,Preeman Limited Smile For Life Dental Clinic ( Chiswick ),207949.15,76,207949.15,492,E01001932,2,1365650001,0,41,1144
0,North West London AT,Q62,675.2,32,0,W6 0RA,201905,8136,Smile for Life,293303.49,83,293303.49,412,E01001932,1,1980800001,0,69,1249
0,North West London AT,Q62,179,9,0,SW6 2UH,201905,1800,MR K NIRMALATHASAN,56986.35,14,56986.35,137,E01001937,5,9412980001,0,17,419
0,North West London AT,Q62,234,9,0,W12 7LJ,201905,3527,Mr Jason Lai and Mr Gregory Lai,79284.07,12,79284.07,161,E01001942,5,9410770002,0,36,391
0,North West London AT,Q62,382.8,15,0,W12 8QQ,201905,3378,Bhavish Thakrar and Jayesh Kotecha,110641.24,51,110641.24,141,E01001943,4,9290340001,0,49,783
