_LATE_SUBMITTED_FP17,_COMMISSIONER_NAME,_COMMISSIONER_CODE,_UDA_DELIVERED,_BAND_3_DELIVERED,_UDA_DELIVERED_FD,_LATEST_PPC_ADDRESS_POSTCODE,YEAR_MONTH,_UDA_PERF_TARGET,_PROVIDER_NAME,_GENERAL_DENTAL_FIN_VALUE,_BAND_1_DELIVERED,_UDA_FIN_VAL,_CHILD_12M_COUNT,_LSOA11_CODE,_BAND_URGENT_DELIVERED,_CONTRACT_NUMBER,_BAND_OTHER_DELIVERED,_BAND_2_DELIVERED,_ADULT_24M_COUNT
0,"Cumbria, Northumberland, Tyne and Wear AT",Q49,444,17,0,NE21 6DD,201906,7000,MR PP NANA,203129.33,33,203129.33,255,E01008280,0,2434690002,0,69,1179
0,"Cumbria, Northumberland, Tyne and Wear AT",Q49,197.4,3,0,NE3 2QF,201906,3405,Northern Smile,82029.46,81,82029.46,768,E01008294,7,8049910001,0,24,461
0,"Cumbria, Northumberland, Tyne and Wear AT",Q49,60.4,1,0,NE3 1UE,201906,813,Navid Reza Sarrami Foroushan,20599.8,13,20599.8,85,E01008354,2,6226050002,0,11,132
0,"Cumbria, Northumberland, Tyne and Wear AT",Q49,180.6,9,0,NE3 1DX,201906,3219,MR MI BHOLAH,87544.54,21,87544.54,153,E01008355,3,5708690001,0,16,549
0,"Cumbria, Northumberland, Tyne and Wear AT",Q49,151.6,2,0,NE2 2AH,201906,3017,"Robert Andrew Michael Davidson, Rebecca Peta Sadler and Cath",70785.17,88,70785.17,510,E01008367,3,2292610001,0,12,227
0,"Cumbria, Northumberland, Tyne and Wear AT",Q49,1665.6,50,319.4,NE3 4AA,201906,20230,Perfect Smile ( Acorn ) Partnership,582617.77,498,582617.77,1606,E01008372,73,1808660001,0,160,6604
1,"Cumbria, Northumberland, Tyne and Wear AT",Q49,617.6,13,0,NE2 2TB,201906,8350,"Robert Davidson, Ms R Sadler & Catherine Tannahill",197805.46,218,197805.46,424,E01008372,13,6314340001,0,77,1940
0,"Cumbria, Northumberland, Tyne and Wear AT",Q49,369,7,174.4,NE3 4NQ,201906,5962,MR AJ CHURM,177685.68,78,177685.68,502,E01008374,15,9603220001,0,63,1870
1,"Cumbria, Northumberland, Tyne and Wear AT",Q49,422,10,0,NE3 4LE,201906,9100,MR S NEPALI,220382.38,128,220382.38,486,E01008376,15,3297110001,0,53,1762
1,"Cumbria, Northumberland, Tyne and Wear AT",Q49,635.6,21,0,NE1 7PG,201906,14000,Newcastle Dental Care Practice Partnership,437523.09,101,437523.09,174,E01008397,29,1878790001,0,83,2270
0,"Cumbria, Northumberland, Tyne and Wear AT",Q49,352.2,8,0,NE1 4PG,201906,5333,MRS LK CAVE,153467.88,102,153467.88,495,E01008397,6,7491410001,0,49,1111
0,"Cumbria, Northumberland, Tyne and Wear AT",Q49,76,0,0,NE6 5AH,201906,1650,DR ID GRIME,42921.62,46,42921.62,220,E01008412,5,3095160001,0,8,448
0,"Cumbria, Northumberland, Tyne and Wear AT",Q49,84.4,0,0,NE3 4BY,201906,1218,Elmfield Dental Practice,29178.75,61,29178.75,144,E01008423,2,2244990001,0,7,203
0,"Cumbria, Northumberland, Tyne and Wear AT",Q49,57.2,1,0,NE3 4BY,201906,1280,Elmfield Dental Practice,31449.69,23,31449.69,263,E01008423,1,7306610001,0,7,244
0,"Cumbria, Northumberland, Tyne and Wear AT",Q49,7,0,0,NE3 4BY,201906,400,Elmfield Dental Practice,10041.48,7,10041.48,36,E01008423,0,7377980001,0,0,57
0,"Cumbria, Northumberland, Tyne and Wear AT",Q49,279.6,4,0,NE28 9PA,201906,3941,MISS S DOWNS,87504.27,96,87504.27,211,E01008462,3,5754880001,0,44,923
0,"Cumbria, Northumberland, Tyne and Wear AT",Q49,1015.6,29,0,NE7 7XS,201906,15000,Siraj Isak Shaikh,391741.9,199,391741.9,724,E01008469,43,6887030005,0,139,3541
0,"Cumbria, Northumberland, Tyne and Wear AT",Q49,27,0,0,NE30 3DB,201906,740,Broadway Dental Surgery,17857.9,21,17857.9,208,E01008495,0,5736630001,0,2,25
0,"Cumbria, Northumberland, Tyne and Wear AT",Q49,148,5,0,NE28 0BU,201906,2031,MR YA NOJIB,45083.33,52,45083.33,253,E01008510,5,3418940004,0,10,181
0,"Cumbria, Northumberland, Tyne and Wear AT",Q49,47.2,0,0,NE29 0LZ,201906,1034,Alma Dental,24541.11,25,24541.11,281,E01008529,1,2330990001,0,7,22
0,"Cumbria, Northumberland, Tyne and Wear AT",Q49,109.2,2,0,NE27 0NL,201906,1558,MR M CAREW,34592.03,45,34592.03,645,E01008569,1,9679120001,0,13,47
0,"Cumbria, Northumberland, Tyne and Wear AT",Q49,683.6,26,0,NE33 4RD,201906,8954,NDC South Shields,207787.78,107,207787.78,335,E01008590,13,2187310001,0,83,2176
0,"Cumbria, Northumberland, Tyne and Wear AT",Q49,239.2,1,0,NE32 3UX,201906,2195,South Tyneside Foundation Trust,1265178.61,103,1265178.61,538,E01008604,1,1404490003,0,41,573
0,"Cumbria, Northumberland, Tyne and Wear AT",Q49,1683.2,48,0,NE10 0RH,201906,20000,Mr I Gordon & Mr B L Wild,532766.69,368,532766.69,1251,E01008641,96,3401030001,0,208,5407
0,"Cumbria, Northumberland, Tyne and Wear AT",Q49,222.4,5,0,NE34 8PL,201906,3371,Mr Devanand Isukapatla,82886.51,82,82886.51,111,E01008681,7,1539230001,0,24,797
0,"Cumbria, Northumberland, Tyne and Wear AT",Q49,118.2,3,0,SR5 3HD,201906,2400,Hylton Park Road Partnership,61028.5,39,61028.5,161,E01008820,11,1949480001,0,10,381
0,"Cumbria, Northumberland, Tyne and Wear AT",Q49,496,5,0,SR6 0AB,201906,5050,South Tyneside Foundation Trust,2125631.77,118,2125631.77,589,E01008848,5,1404490002,0,104,1337
0,Birmingham and The Black Country AT,Q54,1084.6,40,0,B25 8AH,201906,12097,Henry Road Dental Practice,341492.67,151,341492.67,843,E01008883,33,8222050001,0,138,2551
0,Birmingham and The Black Country AT,Q54,1105.6,37,129.6,B27 6DN,201906,13545,Mr Hiren Yagnik Mr Prasad Vishnupurikar,321300.99,241,321300.99,1163,E01008894,58,1366620001,0,117,3987
0,Birmingham and The Black Country AT,Q54,1414.6,41,0,B19 2SX,201906,22689,MR M KHOJA,614936.46,145,614936.46,1757,E01008905,83,2199160001,0,226,4788
0,Birmingham and The Black Country AT,Q54,267.6,2,0,B19 2ER,201906,3875,Newtown Dental Practice,99890.44,87,99890.44,762,E01008909,23,1935420001,0,43,1216
0,Birmingham and The Black Country AT,Q54,446,21,0,B30 2JL,201906,7740,MR I AZMAT,166344.93,83,166344.93,445,E01008952,5,3304850004,0,35,1926
0,Birmingham and The Black Country AT,Q54,374.4,7,0,B14 6DJ,201906,5536,MR RN RIDDELL,118977.45,192,118977.45,613,E01008968,22,7540050001,0,24,2151
0,Birmingham and The Black Country AT,Q54,257.8,0,0,B16 9HN,201906,3197,Portland Dental Practice Partnership,87475.35,94,87475.35,295,E01008988,4,5687240001,0,53,1268
0,Birmingham and The Black Country AT,Q54,48,0,0,B15 3HN,201906,1600,MR TF FRASER,42088.89,24,42088.89,297,E01008990,5,6823810001,0,6,195
0,Birmingham and The Black Country AT,Q54,62,0,0,B17 0HP,201906,1450,MR P CASASOLA,36823.35,41,36823.35,219,E01008992,0,5650320001,0,7,444
0,Birmingham and The Black Country AT,Q54,398.4,7,113.4,B15 2QU,201906,6708,MR AK PAL,227127.67,120,227127.67,752,E01008992,7,5765300001,0,62,2812
0,Birmingham and The Black Country AT,Q54,722.2,24,0,B15 1LD,201906,6561,"Balbir S Bhandal, Amrik S Bhandal & Baljit S Bhandal",204884.58,142,204884.58,238,E01008994,6,6386330016,0,95,1410
0,Birmingham and The Black Country AT,Q54,6,0,0,B27 7XH,201906,4374,Mr Sukhbir Singh & Mr L A Shiels,97981.48,3,97981.48,356,E01009015,0,1884410001,0,1,1396
0,Birmingham and The Black Country AT,Q54,68,2,0,B27 7XH,201906,1685,Mr Sukhbir Singh & Mr L A Shiels,34625.41,26,34625.41,124,E01009015,0,1884410002,0,6,409
0,Birmingham and The Black Country AT,Q54,279,11,0,B27 7UQ,201906,4033,"Dr AS Bhandal, Dr Balbir Bhandal & Dr Baljit Bhandal",89853.26,42,89853.26,236,E01009018,5,1713600001,0,33,729
0,Birmingham and The Black Country AT,Q54,584.4,14,0,B27 7UW,201906,6238,Rai Dental Surgery,184373.48,189,184373.48,288,E01009018,7,9248220002,0,73,1570
0,Birmingham and The Black Country AT,Q54,141,1,0,B28 8TD,201906,2225,Hall Green Dental Practice,56544.15,33,56544.15,454,E01009043,10,2157320001,0,28,494
1,Birmingham and The Black Country AT,Q54,354.8,15,0,B19 1LL,201906,7540,Novos Dental Clinic,228326.37,39,228326.37,541,E01009060,9,5778200001,0,42,1196
0,Birmingham and The Black Country AT,Q54,1240.4,42,0,B17 0SU,201906,14616,Rooprai-Rooprai and Associates,411670.2,320,411670.2,1015,E01009072,22,1214600001,0,130,3841
0,Birmingham and The Black Country AT,Q54,944.4,42,0,B33 9LY,201906,11721,Glebe Farm Dental Care,293926.84,48,293926.84,858,E01009093,22,1581190001,0,122,1863
0,Birmingham and The Black Country AT,Q54,371,7,0,B38 8SD,201906,7304,The Greens Dental Surgery,179817.55,116,179817.55,409,E01009119,5,3015740003,0,55,1971
1,Birmingham and The Black Country AT,Q54,777.2,36,0,B18 7BA,201906,11239,Broadway Dental Suite,361702.69,60,361702.69,556,E01009141,11,1000850000,0,91,2476
0,Birmingham and The Black Country AT,Q54,372.2,4,140.4,B18 4HJ,201906,6221,The Dental Surgery,169121.52,98,169121.52,813,E01009152,6,1163430001,0,73,980
0,Birmingham and The Black Country AT,Q54,888.6,23,222.4,B13 0AW,201906,9855,Acorn Implant and Dental Practice Ltd,280695.19,312,280695.19,1375,E01009176,28,6783250001,0,89,3985
0,Birmingham and The Black Country AT,Q54,1218.8,30,0,B8 2HF,201906,15774,Alum Rock Dental Care Partnership,387628.88,209,387628.88,1758,E01009194,99,1774070005,0,177,3766
0,Birmingham and The Black Country AT,Q54,63,0,0,B31 3HD,201906,1250,MR AF MURPHY,31926.32,36,31926.32,262,E01009210,0,3345530001,0,9,97
0,Birmingham and The Black Country AT,Q54,1085.8,20,0,B31 3JS,201906,11547,House of Dental,298103.04,442,298103.04,1245,E01009212,24,1146340001,0,125,3277
0,Birmingham and The Black Country AT,Q54,28.2,0,0,B42 1TY,201906,826,MISS H JAGPAL,19986.15,18,19986.15,252,E01009242,1,9436730001,0,3,86
0,Birmingham and The Black Country AT,Q54,70.2,1,0,B32 2DY,201906,3955,MR M AGGARWAL,101683.24,36,101683.24,350,E01009254,1,3616900001,0,7,965
0,Birmingham and The Black Country AT,Q54,6,0,0,B20 1BJ,201906,165,MR P TANGRI,6928.19,0,6928.19,,E01009262,0,3289440001,0,2,66
0,Birmingham and The Black Country AT,Q54,220.6,8,0,B21 9QG,201906,4086,"Balbir S Bhandal, Amrik S Bhandal & Baljit S Bhandal",102255.56,49,102255.56,197,E01009266,3,3257080004,0,24,729
0,Birmingham and The Black Country AT,Q54,1394.6,74,0,B29 6HH,201906,15657,MR N KHALED,399974.58,170,399974.58,464,E01009290,3,6775660001,0,111,2784
0,Birmingham and The Black Country AT,Q54,415.6,8,194.2,B29 6NB,201906,5768,Oakville Dental Partnership,152741.25,133,152741.25,815,E01009295,13,1752340001,0,57,1531
0,Birmingham and The Black Country AT,Q54,147.8,3,0,B33 9SD,201906,3564,MR A HUSSAIN,93369.42,17,93369.42,304,E01009300,4,7698270002,0,30,769
1,Birmingham and The Black Country AT,Q54,959.4,23,0,B26 3HD,201906,15442,Midlands Smile Centres,352321.77,331,352321.77,1330,E01009315,92,9132860011,0,81,4636
0,Birmingham and The Black Country AT,Q54,322.2,12,124.4,B26 3JH,201906,3820,MS HJ WAHEED,109744.16,81,109744.16,336,E01009320,6,9436300001,0,30,1269
2,Birmingham and The Black Country AT,Q54,756.8,14,0,B10 0UT,201906,9739,Omar Patel & Nukhba Ahmed,241544.55,147,241544.55,774,E01009329,99,2740380002,0,112,2091
1,Birmingham and The Black Country AT,Q54,398.4,14,0,B9 5QJ,201906,6092,MR FL MOHAMED,195174.99,58,195174.99,954,E01009331,7,8490220001,0,55,965
0,Birmingham and The Black Country AT,Q54,434.4,9,0,B11 2HR,201906,5632,Dr R Alam and Dr Z Alam,157025.7,99,157025.7,601,E01009340,47,2199160002,0,57,1251
0,Birmingham and The Black Country AT,Q54,512.2,16,0,B9 5DN,201906,7426,Chelmsley Wood Care Centre,207615.99,37,207615.99,760,E01009344,16,7358840001,0,88,893
0,Birmingham and The Black Country AT,Q54,871.2,15,0,B18 7AL,201906,12000,Synergy Dental Practice Limited,237644.74,279,237644.74,1993,E01009345,36,1336980001,0,123,3161
0,Birmingham and The Black Country AT,Q54,513.2,19,0,B11 1UH,201906,11766,MR A KHALIL,303026.1,47,303026.1,719,E01009371,6,8593890001,0,77,2152
2,Birmingham and The Black Country AT,Q54,199.4,5,0,B11 4AP,201906,4099,Mr IA Gordon & BL Wild (Sparkhill Dental Practice),98147.77,49,98147.77,526,E01009391,12,7481960001,0,26,961
0,Birmingham and The Black Country AT,Q54,739.8,29,0,B11 4DA,201906,8176,Springfield Dental Practice,175715.26,111,175715.26,769,E01009393,14,1166610001,0,88,1318
0,Birmingham and The Black Country AT,Q54,653.6,28,0,B11 4LP,201906,14796,Stratford Road Dental Surgery,412940.15,50,412940.15,903,E01009396,13,1897580001,0,84,2316
0,Birmingham and The Black Country AT,Q54,186.6,9,0,B12 8JU,201906,2997,Hillbrook Dental Health Centre,76428.92,21,76428.92,195,E01009397,8,7404030002,0,16,594
0,Birmingham and The Black Country AT,Q54,134.6,4,0,B23 7EP,201906,2224,MR A HUSSAIN,58422.77,38,58422.77,257,E01009410,3,7698270003,0,15,651
0,Birmingham and The Black Country AT,Q54,101,0,0,B75 5BL,201906,2800,Miss P Sanghera,66761.06,47,66761.06,236,E01009423,0,1452890001,0,18,483
0,Birmingham and The Black Country AT,Q54,384.6,6,0,B75 5BL,201906,5306,Mere Green Dental,135004.13,171,135004.13,790,E01009423,23,9136180001,0,38,1392
3,Birmingham and The Black Country AT,Q54,677.8,16,118.6,B72 1SD,201906,7800,Sutton Dental Care,269516.78,320,269516.78,940,E01009424,29,1020320001,0,44,2687
0,Birmingham and The Black Country AT,Q54,244.8,6,153.6,B76 1NQ,201906,3132,Walmley Dental Practice,85449.19,72,85449.19,616,E01009437,14,1402600001,0,28,1094
0,Birmingham and The Black Country AT,Q54,92.8,0,0,B76 1RF,201906,1566,MR SD LOESCHER,38610.87,46,38610.87,414,E01009437,4,2312820001,0,14,297
0,Birmingham and The Black Country AT,Q54,183.2,9,0,B73 5UD,201906,2236,MR PJ READY,54323.99,17,54323.99,169,E01009474,1,8267740001,0,19,176
0,Birmingham and The Black Country AT,Q54,403,8,0,B8 2NW,201906,5368,"AS, BS & BS Bhandal",134771.96,106,134771.96,768,E01009487,15,1418010001,0,61,1363
0,Birmingham and The Black Country AT,Q54,905.4,42,0,B8 3JA,201906,10544,"Dr AS Bhandal, Dr Balbir Bhandal & Dr Baljit Bhandal",250619.18,177,250619.18,1181,E01009488,22,1800170001,0,66,2449
0,Birmingham and The Black Country AT,Q54,615.4,12,0,B8 2AW,201906,9698,Fox and Goose Dental Partnership,270993.45,88,270993.45,637,E01009490,7,2442280001,0,125,1735
0,Birmingham and The Black Country AT,Q54,310.4,10,0,B26 1PG,201906,3655,MS F FARSHAD,93904.43,92,93904.43,431,E01009520,7,3456360001,0,30,607
0,"Arden, Herefordshire and Worcestershire AT",Q53,754.8,11,0,CV1 2FL,201906,10827,Park Road Dental Care Partnership,259125.68,351,259125.68,1065,E01009548,49,7494190001,0,71,3538
5,"Arden, Herefordshire and Worcestershire AT",Q53,258.6,3,288.4,CV3 5FD,201906,5528,Mr R Osman & Mr AH Osman,133663.57,120,133663.57,1306,E01009549,8,5744220001,0,31,2291
0,"Arden, Herefordshire and Worcestershire AT",Q53,36,2,0,CV1 3FE,201906,812,MR P SABHARWAL,19939.77,9,19939.77,69,E01009553,0,2617850002,0,1,152
1,"Arden, Herefordshire and Worcestershire AT",Q53,9428,362,0,CV6 5AH,201906,100734,"Balbir S Bhandal, Amrik S Bhandal & Baljit S Bhandal",2789703.9,1845,2789703.9,6278,E01009570,70,7320520003,0,1052,28028
3,"Arden, Herefordshire and Worcestershire AT",Q53,320.4,11,0,CV6 5BN,201906,3245,Densmile Dental Care,94568.75,69,94568.75,365,E01009570,2,9054610001,0,40,626
2,"Arden, Herefordshire and Worcestershire AT",Q53,2020.2,53,216,CV6 4HN,201906,22272,MRS MK DEOL,679795.5,755,679795.5,2281,E01009593,21,6763490001,0,202,6879
0,"Arden, Herefordshire and Worcestershire AT",Q53,454.2,18,0,CV6 4FE,201906,7259,MR S MIRFENDERESKI,196811.29,36,196811.29,270,E01009597,6,7686770002,0,65,1012
0,"Arden, Herefordshire and Worcestershire AT",Q53,601.2,23,0,CV2 1AX,201906,6600,"Balbir S Bhandal, Amrik S Bhandal & Baljit S Bhandal",164851.2,99,164851.2,774,E01009599,1,7320520006,0,75,1376
0,"Arden, Herefordshire and Worcestershire AT",Q53,423.2,18,0,CV6 7BG,201906,6301,MR W SIDHU,160950.18,83,160950.18,334,E01009604,1,7946430002,0,41,1237
2,"Arden, Herefordshire and Worcestershire AT",Q53,3233.4,70,0,CV2 5HB,201906,49397,Longfellow Road Partnership,1215325.66,1018,1215325.66,4142,E01009614,118,1001380000,0,412,14210
0,"Arden, Herefordshire and Worcestershire AT",Q53,448,20,0,CV3 1BN,201906,11000,"Balbir S Bhandal, Amrik S Bhandal & Baljit S Bhandal",274752,88,274752,1164,E01009621,0,7320520007,0,40,2670
0,"Arden, Herefordshire and Worcestershire AT",Q53,410,15,0,CV3 1JD,201906,5515,The Adams and Lee Dental Practice Limited,154399.55,59,154399.55,535,E01009635,15,1534860001,0,51,1265
0,"Arden, Herefordshire and Worcestershire AT",Q53,1118.4,27,111,CV1 5JT,201906,14774,Mr S B Ahmed Mulgund and Mrs S S Mulgund,397170.97,327,397170.97,1801,E01009639,12,1770400001,0,151,4450
0,"Arden, Herefordshire and Worcestershire AT",Q53,376.8,14,0,CV2 4ER,201906,3550,MR JS SHERGILL,92154.89,111,92154.89,320,E01009661,14,3318050003,0,27,929
0,"Arden, Herefordshire and Worcestershire AT",Q53,404,14,0,CV4 8FF,201906,6395,MR NS MALHI,186658.93,101,186658.93,458,E01009679,5,6982530001,0,43,1829
0,"Arden, Herefordshire and Worcestershire AT",Q53,394,12,0,CV5 8DQ,201906,5472,Balkrishna Dental Practice Partnership,132869.48,88,132869.48,353,E01009688,5,8413150003,0,52,1455
0,"Arden, Herefordshire and Worcestershire AT",Q53,668.8,14,149.8,CV5 9JB,201906,7784,Allesley Practice Limited,178474.87,202,178474.87,1148,E01009694,14,1427350001,0,94,2872
0,Birmingham and The Black Country AT,Q54,112.8,2,0,DY5 1LH,201906,2045,"Balbir S Bhandal, Amrik S Bhandal & Baljit S Bhandal",45376.88,33,45376.88,111,E01009746,4,6386330005,0,17,440
0,Birmingham and The Black Country AT,Q54,779.8,15,0,WV14 9EP,201906,10949,Roseville Dental Practice,240446.39,262,240446.39,781,E01009768,84,1767530001,0,79,3121
0,Birmingham and The Black Country AT,Q54,84.4,1,0,DY3 1SR,201906,1810,MR E ACHEAMPONG,45401.28,22,45401.28,268,E01009773,2,9463030001,0,16,260
1,Birmingham and The Black Country AT,Q54,931.6,32,0,DY3 2HA,201906,11770,Kemberton Dental Practice,308648.87,202,308648.87,604,E01009783,43,1733550001,0,99,2766
0,Birmingham and The Black Country AT,Q54,406,11,0,B62 9AB,201906,7227,MR JM ROBINSON,168637.04,151,168637.04,371,E01009797,10,7451380001,0,37,2290
0,Birmingham and The Black Country AT,Q54,69,3,0,B63 3HU,201906,773,Morgan Dental,20754.9,15,20754.9,97,E01009805,0,1487330001,0,6,154
0,Birmingham and The Black Country AT,Q54,11,0,0,B63 3HU,201906,460,Morgan Dental Practice,13327.05,11,13327.05,79,E01009805,0,3319020001,0,0,74
0,Birmingham and The Black Country AT,Q54,345.4,8,0,DY6 0HA,201906,3710,The Wall Heath Dental Practice,90994.35,130,90994.35,646,E01009821,7,1885140001,0,37,564
1,Birmingham and The Black Country AT,Q54,996.4,34,0,DY8 1RF,201906,16321,"Balbir S Bhandal, Amrik S Bhandal & Baljit S Bhandal",359078.93,203,359078.93,1152,E01009850,17,6386330013,0,122,4336
0,Birmingham and The Black Country AT,Q54,429.6,11,0,DY8 1EJ,201906,7200,Jandu Dental Surgery,158564.71,144,158564.71,350,E01009856,8,1001620000,0,48,1567
0,Birmingham and The Black Country AT,Q54,294.4,8,0,DY8 1ND,201906,4286,Redhill Dental Practice,108818.33,79,108818.33,298,E01009858,12,1628840001,0,35,1060
0,Birmingham and The Black Country AT,Q54,65,0,0,DY8 1TS,201906,1413,"Jandu, Bhambra",72916.89,47,72916.89,391,E01009907,0,1220680001,0,6,127
0,Birmingham and The Black Country AT,Q54,523.2,8,0,B67 5BS,201906,7933,MR GS BAHIA,219406.18,234,219406.18,979,E01009926,16,7631440001,0,58,2874
0,Birmingham and The Black Country AT,Q54,179.4,9,0,B65 9JU,201906,3124,"Balbir S Bhandal, Amrik S Bhandal & Baljit S Bhandal",75255.8,15,75255.8,247,E01009935,2,3257080013,0,18,722
0,Birmingham and The Black Country AT,Q54,412.6,18,0,B68 9LU,201906,6000,MR GD BROWN,163540.26,37,163540.26,211,E01009941,8,6505440001,0,50,1209
0,Birmingham and The Black Country AT,Q54,286.2,11,0,B68 9NB,201906,7265,Queenshead Dental Surgery,188717.77,36,188717.77,584,E01009944,16,7868370003,0,33,1346
0,Birmingham and The Black Country AT,Q54,410.6,5,0,B64 5BA,201906,7552,"Balbir S Bhandal, Amrik S Bhandal & Baljit S Bhandal",202341.91,92,202341.91,391,E01009953,3,6386330018,0,85,1875
0,Birmingham and The Black Country AT,Q54,148.2,2,0,B64 7HU,201906,2323,Mr S Merali,55312.3,39,55312.3,252,E01009956,6,1001760000,0,26,292
0,Birmingham and The Black Country AT,Q54,371,11,0,WS5 4JJ,201906,4213,MR JS JANDU,116351.25,68,116351.25,432,E01009970,15,2503330002,0,51,828
0,Birmingham and The Black Country AT,Q54,571.2,9,0,B42 1TG,201906,14197,Scott Arms Dental Practice,311796.63,225,311796.63,2642,E01010011,56,3289440002,0,57,2660
0,Birmingham and The Black Country AT,Q54,385,12,0,B69 4DE,201906,4767,MRS S VORA,58754.17,70,58754.17,526,E01010017,15,6890680001,0,51,826
0,Birmingham and The Black Country AT,Q54,61.6,2,0,B69 4LN,201906,700,MR GJ ALLEN,18846.84,7,18846.84,,E01010017,3,8208220002,0,9,204
0,Birmingham and The Black Country AT,Q54,82,2,0,B68 0DY,201906,1930,"Balbir S Bhandal, Amrik S Bhandal & Baljit S Bhandal",52507.95,40,52507.95,191,E01010024,0,3257080015,0,6,536
0,Birmingham and The Black Country AT,Q54,50.4,0,0,DY4 0UB,201906,4890,Princes End Dental Practice,122271.43,18,122271.43,774,E01010033,2,1001640000,0,10,701
1,Birmingham and The Black Country AT,Q54,179.2,5,0,B64 5LT,201906,2037,"Balbir S Bhandal, Amrik S Bhandal & Baljit S Bhandal",45185.99,43,45185.99,161,E01010042,6,6386330019,0,24,480
0,Birmingham and The Black Country AT,Q54,245,10,0,B66 1AQ,201906,1440,Mr IA Gordon & Mr BL Wild (Smethwick Dental Practice),68879.95,38,68879.95,303,E01010049,10,6883470002,0,25,412
0,Birmingham and The Black Country AT,Q54,202,11,0,B66 1AQ,201906,1758,Mr IA Gordon & Mr BL Wild (Smethwick Dental Practice),47098.17,13,47098.17,48,E01010049,0,6883470003,0,19,314
0,Birmingham and The Black Country AT,Q54,539.6,21,0,B66 4SJ,201906,5792,MS N KAUR,150734.93,95,150734.93,849,E01010059,43,2665740001,0,47,1247
0,Birmingham and The Black Country AT,Q54,608.2,16,0,B66 4JX,201906,8562,Mr IA Gordon & Mr BL Wild (Capehill Dental Practice),229737.23,163,229737.23,1177,E01010059,11,6883470006,0,80,2176
0,Birmingham and The Black Country AT,Q54,243.2,11,0,DY4 8DJ,201906,3593,"Balbir S Bhandal, Amrik S Bhandal & Baljit S Bhandal",104196.94,53,104196.94,219,E01010068,6,3257080012,0,17,958
0,Birmingham and The Black Country AT,Q54,1276,46,0,DY4 8HB,201906,14250,OASIS DENTAL CARE LTD,227100.28,217,227100.28,1235,E01010076,90,1012810228,0,133,3289
0,Birmingham and The Black Country AT,Q54,423.4,12,0,B70 6PJ,201906,5107,The D:NTAL Clinic,109757.58,58,109757.58,514,E01010107,12,6589950001,0,69,1108
0,Birmingham and The Black Country AT,Q54,876,38,0,B37 5BU,201906,16000,Chelmsley Wood Care Centre,356905.64,96,356905.64,841,E01010142,25,7358840002,0,98,2200
0,Birmingham and The Black Country AT,Q54,1256.8,34,0,B36 0LN,201906,16500,MR D CHACKO,428381.74,292,428381.74,1081,E01010145,34,9688110001,0,172,3981
0,Birmingham and The Black Country AT,Q54,1107.4,26,146,B93 0QA,201906,14442,Knowle & Dorridge Dental Practice,361793.45,430,361793.45,1519,E01010153,57,1302570001,0,99,5211
0,Birmingham and The Black Country AT,Q54,67.4,1,0,B93 8HE,201906,1290,Mr P H McCullough & Mrs S J McCullough,37308.27,29,37308.27,328,E01010188,2,1308420001,0,8,171
0,Birmingham and The Black Country AT,Q54,402.6,6,0,B94 6QS,201906,7350,BST Partnership,164925.51,120,164925.51,498,E01010189,23,1774070003,0,61,2110
0,Birmingham and The Black Country AT,Q54,79.6,2,0,B91 3SB,201906,2609,MR H SINGH,61849.26,7,61849.26,84,E01010192,3,2582020001,0,15,207
0,Birmingham and The Black Country AT,Q54,78.2,0,0,B90 2AL,201906,2000,MR TR JONES,45345.3,62,45345.3,705,E01010208,1,2201080001,0,5,80
0,Birmingham and The Black Country AT,Q54,18.2,0,0,B91 1BQ,201906,420,Dovehouse Dentistry,10673.17,17,10673.17,175,E01010229,1,2349820001,0,0,76
0,Birmingham and The Black Country AT,Q54,205.4,3,0,B91 1BQ,201906,2298,Dovehouse Dentistry,55640.9,68,55640.9,377,E01010229,7,8135750001,0,31,518
0,Birmingham and The Black Country AT,Q54,1540,25,0,WS9 8LX,201906,20000,Rodericks Dental Partnership Ltd,510650.2,409,510650.2,1594,E01010241,105,1013620025,0,235,5532
0,Birmingham and The Black Country AT,Q54,344.4,17,0,WS9 8NS,201906,3000,Priory Dental Practice,72351.82,33,72351.82,380,E01010245,7,1004000000,0,33,715
0,Birmingham and The Black Country AT,Q54,421.8,10,103.2,WS9 8NS,201906,5749,Priory Dental Practice,157621.91,117,157621.91,747,E01010245,9,1574220001,0,58,2070
0,Birmingham and The Black Country AT,Q54,120.6,1,0,WS3 2BA,201906,2000,Priory Dental Practice (Leamore ) Ltd,47095.96,72,47095.96,521,E01010282,8,1003980000,0,9,407
0,Birmingham and The Black Country AT,Q54,136.6,4,0,WS3 1BZ,201906,2000,MR SB MAHALEKAM,26663.55,46,26663.55,379,E01010283,8,1004630000,0,11,382
0,Birmingham and The Black Country AT,Q54,855.4,35,0,WS3 1BZ,201906,10247,MR SB MAHALEKAM,377436.13,127,377436.13,794,E01010283,52,2647760001,0,82,2422
0,Birmingham and The Black Country AT,Q54,60,1,0,WS8 6ED,201906,750,Kassam GDS Contract Partnership,21688.76,12,21688.76,91,E01010306,0,1214520001,0,12,178
9,Birmingham and The Black Country AT,Q54,527.4,16,0,WS8 6EQ,201906,9418,Brownhills Dental Practice,268980.63,102,268980.63,980,E01010306,2,8541150001,0,84,2179
